,CODEX,CODASS,CR,CURS,Q,APR,NP,NC,NF,GR,QUATRI
377,230008,240013,6.0,2010,2,N,3.6,3.6,3.6,10,Q1
378,226467,240013,6.0,2010,2,N,4.5,4.7,4.7,10,Q1
379,227814,240014,6.0,2010,2,N,0.0,0.0,0.0,21,Q1
380,228628,240014,6.0,2010,2,S,6.7,6.7,6.7,31,Q1
381,228210,240014,6.0,2010,2,S,7.8,7.8,7.8,31,Q1
382,226635,240024,4.5,2010,2,S,6.6,6.6,6.6,11,Q2
383,227737,240013,6.0,2010,2,N,4.6,4.6,4.6,10,Q1
384,232379,240013,6.0,2010,2,N,1.4,1.4,1.4,10,Q1
385,227880,240013,6.0,2010,2,S,5.1,5.1,5.1,10,Q1
386,228382,240015,6.0,2010,2,S,5.7,5.7,5.7,13,Q1
387,229096,240015,6.0,2010,2,N,0.7,0.7,0.7,13,Q1
388,229248,240024,4.5,2010,2,S,6.8,6.8,6.8,12,Q2
389,229146,240024,4.5,2010,2,S,8.2,8.2,8.2,12,Q2
390,226648,240024,4.5,2010,2,S,5.4,5.4,5.4,12,Q2
391,227765,240024,4.5,2010,2,S,10.0,10.0,10.0,21,Q2
392,226798,240024,4.5,2010,2,S,6.9,6.9,6.9,21,Q2
393,229037,240024,4.5,2010,2,N,3.6,3.6,3.6,21,Q2
394,228188,240024,4.5,2010,2,S,5.9,5.9,5.9,21,Q2
395,227707,240014,6.0,2010,1,S,7.0,7.0,7.0,42,Q1
396,227786,240014,6.0,2010,1,N,3.1,3.1,3.1,42,Q1
397,227829,240014,6.0,2010,1,S,6.4,6.4,6.4,42,Q1
398,227520,240014,6.0,2010,1,S,5.0,5.0,5.0,41,Q1
399,227590,240014,6.0,2010,1,S,8.2,8.2,8.2,41,Q1
400,227701,240014,6.0,2010,1,S,7.2,7.2,7.2,41,Q1
401,226680,240014,6.0,2010,1,S,7.7,7.7,7.7,42,Q1
402,226685,240014,6.0,2010,1,S,6.5,6.5,6.5,42,Q1
403,229447,240014,6.0,2010,1,S,5.2,5.2,5.2,32,Q1
404,230157,240014,6.0,2010,1,S,6.1,6.1,6.1,32,Q1
405,232333,240014,6.0,2010,1,S,5.6,5.6,5.6,32,Q1
406,226431,240014,6.0,2010,1,S,5.3,5.3,5.3,41,Q1
407,227092,240014,6.0,2010,1,S,5.8,5.8,5.8,41,Q1
408,228188,240013,6.0,2010,1,S,6.6,6.6,6.6,52,Q1
409,231202,240013,6.0,2010,1,S,5.3,5.3,5.3,72,Q1
410,227285,240013,6.0,2010,1,N,3.5,3.5,3.5,72,Q1
411,227877,240013,6.0,2010,1,S,8.5,8.5,8.5,72,Q1
412,227303,240013,6.0,2010,1,S,6.7,6.7,6.7,71,Q1
413,227728,240013,6.0,2010,1,S,6.3,6.3,6.3,71,Q1
414,228375,240013,6.0,2010,1,S,5.0,5.0,5.0,71,Q1
415,227341,240014,6.0,2010,1,S,6.0,6.0,6.0,22,Q1
416,227637,240014,6.0,2010,1,S,9.0,9.0,9.0,22,Q1
417,227738,240014,6.0,2010,1,S,6.2,6.2,6.2,22,Q1
418,228247,240014,6.0,2010,1,S,8.2,8.2,8.2,11,Q1
419,228432,240014,6.0,2010,1,S,5.2,5.2,5.2,11,Q1
420,228537,240014,6.0,2010,1,S,6.7,6.7,6.7,11,Q1
421,228704,240014,6.0,2010,1,S,5.1,5.1,5.1,11,Q1
422,229262,240014,6.0,2010,1,S,5.2,5.2,5.2,11,Q1
423,229925,240014,6.0,2010,1,S,9.0,9.0,9.0,11,Q1
424,227639,240015,6.0,2010,1,S,6.5,6.5,6.5,13,Q1
425,227296,240015,6.0,2010,1,S,7.5,7.5,7.5,21,Q1
426,229759,240014,6.0,2010,1,S,5.2,5.2,5.2,62,Q1
427,229949,240014,6.0,2010,1,N,4.1,4.1,4.1,62,Q1
428,231371,240014,6.0,2010,1,S,7.0,7.0,7.0,62,Q1
429,231745,240014,6.0,2010,1,S,7.0,7.0,7.0,62,Q1
430,232054,240014,6.0,2010,1,S,5.0,5.0,5.0,62,Q1
431,229037,240014,6.0,2010,1,N,4.1,4.1,4.1,52,Q1
432,226463,240014,6.0,2010,1,N,4.0,4.0,4.0,62,Q1
433,227994,240014,6.0,2010,1,S,7.0,7.0,7.0,62,Q1
434,246733,240012,6.0,2011,1,N,4.6,4.6,4.6,42,Q1
435,244012,240012,6.0,2011,1,S,5.0,5.0,5.0,42,Q1
436,243676,240012,6.0,2011,1,N,4.7,4.7,4.7,41,Q1
437,245176,240012,6.0,2011,1,S,7.4,7.4,7.4,42,Q1
438,245308,240012,6.0,2011,1,S,7.5,7.5,7.5,42,Q1
439,243999,240012,6.0,2011,1,S,7.9,7.9,7.9,42,Q1
440,245344,240012,6.0,2011,1,S,7.0,7.0,7.0,42,Q1
441,247256,240012,6.0,2011,1,S,7.0,7.0,7.0,42,Q1
442,246807,240012,6.0,2011,1,S,8.0,8.0,8.0,42,Q1
443,243543,240012,6.0,2011,1,S,5.1,5.1,5.1,51,Q1
444,243536,240012,6.0,2011,1,S,5.7,5.7,5.7,51,Q1
445,228047,240015,6.0,2010,1,S,6.7,6.7,6.7,32,Q1
446,228049,240015,6.0,2010,1,S,5.0,5.0,5.0,32,Q1
447,228721,240015,6.0,2010,1,N,0.2,0.2,0.2,32,Q1
448,245307,240012,6.0,2011,1,S,8.1,8.1,8.1,41,Q1
449,226455,240015,6.0,2010,1,S,9.2,9.2,9.2,33,Q1
450,228661,240015,6.0,2010,1,S,6.3,6.3,6.3,33,Q1
451,229011,240015,6.0,2010,1,S,7.0,7.0,7.0,33,Q1
452,227142,240015,6.0,2010,1,S,5.4,5.4,5.4,41,Q1
453,228745,240015,6.0,2010,1,S,8.7,8.7,8.7,62,Q1
454,227856,240015,6.0,2010,1,N,0.2,0.2,0.2,63,Q1
455,227942,240015,6.0,2010,1,S,6.0,6.0,6.0,72,Q1
456,228971,240015,6.0,2010,1,N,2.0,2.0,2.0,72,Q1
457,230992,240015,6.0,2010,1,S,6.4,6.4,6.4,72,Q1
458,231202,240015,6.0,2010,1,N,0.7,0.7,0.7,72,Q1
459,227128,240015,6.0,2010,1,N,3.3,3.3,3.3,62,Q1
460,232351,240015,6.0,2010,1,S,5.2,5.2,5.2,63,Q1
461,227182,240015,6.0,2010,1,N,0.7,0.7,0.7,71,Q1
462,229698,240015,6.0,2010,1,S,6.2,6.2,6.2,71,Q1
463,226717,240013,6.0,2010,1,S,5.7,5.7,5.7,31,Q1
464,227476,240013,6.0,2010,1,N,3.8,3.8,3.8,31,Q1
465,252422,240012,6.0,2011,1,N,4.4,4.4,4.4,62,Q1
466,227588,240013,6.0,2010,1,S,8.7,8.7,8.7,22,Q1
467,227769,240013,6.0,2010,1,S,7.4,7.4,7.4,22,Q1
468,228494,240013,6.0,2010,1,S,6.4,6.4,6.4,31,Q1
469,228497,240013,6.0,2010,1,S,6.4,6.4,6.4,31,Q1
470,243538,240012,6.0,2011,1,N,4.2,4.2,4.2,52,Q1
471,245418,240012,6.0,2011,1,S,6.1,6.1,6.1,61,Q1
472,244458,240012,6.0,2011,1,S,6.6,6.6,6.6,61,Q1
473,250259,240012,6.0,2011,1,S,5.0,5.0,5.0,61,Q1
474,250480,240012,6.0,2011,1,S,7.3,7.3,7.3,61,Q1
475,244530,240012,6.0,2011,1,S,5.5,5.5,5.5,61,Q1
476,227231,240013,6.0,2010,1,S,5.7,5.7,5.7,21,Q1
477,227712,240013,6.0,2010,1,S,5.0,5.0,5.0,21,Q1
478,228021,240013,6.0,2010,1,N,3.4,3.4,3.4,21,Q1
479,227908,240013,6.0,2010,1,N,4.2,4.2,4.2,22,Q1
480,228600,240013,6.0,2010,1,S,5.0,5.0,5.0,22,Q1
481,232338,240013,6.0,2010,1,S,5.0,5.0,5.0,22,Q1
482,248338,240012,6.0,2011,1,S,7.0,7.0,7.0,52,Q1
483,243658,240012,6.0,2011,1,N,3.2,3.2,3.2,52,Q1
484,250343,240012,6.0,2011,1,S,5.9,5.9,5.9,52,Q1
485,245591,240012,6.0,2011,1,N,4.4,4.4,4.4,52,Q1
486,229830,240013,6.0,2010,1,N,4.3,4.3,4.3,21,Q1
487,232347,240013,6.0,2010,1,S,6.1,6.1,6.1,21,Q1
488,227132,240013,6.0,2010,1,S,5.8,5.8,5.8,22,Q1
489,227328,240013,6.0,2010,1,S,6.6,6.6,6.6,22,Q1
490,243536,240011,6.0,2011,1,S,5.8,5.8,5.8,51,Q1
491,250068,240011,6.0,2011,1,N,1.9,1.9,1.9,52,Q1
492,246314,240011,6.0,2011,1,N,3.9,3.9,3.9,52,Q1
493,244533,240012,6.0,2011,1,S,7.0,7.0,7.0,41,Q1
494,243442,240012,6.0,2011,1,N,4.3,4.3,4.3,41,Q1
495,246767,240012,6.0,2011,1,S,5.0,5.0,5.0,21,Q1
496,243050,240012,6.0,2011,1,S,7.2,7.2,7.2,21,Q1
497,245674,240012,6.0,2011,1,S,5.9,5.9,5.9,21,Q1
498,244235,240012,6.0,2011,1,S,8.7,8.7,8.7,41,Q1
499,245377,240012,6.0,2011,1,S,6.6,6.6,6.6,41,Q1
500,244905,240012,6.0,2011,1,S,6.8,6.8,6.8,41,Q1
501,246899,240012,6.0,2011,1,S,7.8,7.8,7.8,41,Q1
502,244194,240012,6.0,2011,1,S,5.3,5.3,5.3,41,Q1
503,231441,240012,6.0,2011,1,S,6.0,6.0,6.0,32,Q1
504,244483,240012,6.0,2011,1,S,5.4,5.4,5.4,41,Q1
505,245168,240011,6.0,2011,1,S,5.4,5.4,5.4,12,Q1
506,244329,240011,6.0,2011,1,N,0.0,0.0,0.0,12,Q1
507,244290,240011,6.0,2011,1,N,3.9,3.9,3.9,11,Q1
508,245405,240011,6.0,2011,1,S,6.7,6.7,6.7,12,Q1
509,243702,240011,6.0,2011,1,S,5.6,5.6,5.6,12,Q1
510,248339,240011,6.0,2011,1,S,7.3,7.3,7.3,12,Q1
511,250255,240011,6.0,2011,1,S,6.4,6.4,6.4,12,Q1
512,244456,240011,6.0,2011,1,N,3.5,3.5,3.5,12,Q1
513,243124,240011,6.0,2011,1,S,5.6,5.6,5.6,21,Q1
514,246151,240011,6.0,2011,1,N,4.6,4.6,4.6,21,Q1
515,245407,240011,6.0,2011,1,S,6.7,6.7,6.7,22,Q1
516,245986,240011,6.0,2011,1,S,7.0,7.0,7.0,22,Q1
517,245635,240011,6.0,2011,1,S,6.2,6.2,6.2,22,Q1
518,247077,240011,6.0,2011,1,N,3.1,3.1,3.1,21,Q1
519,245373,240011,6.0,2011,1,S,8.2,8.2,8.2,21,Q1
520,244391,240011,6.0,2011,1,S,6.0,6.0,6.0,21,Q1
521,243205,240011,6.0,2011,1,S,7.1,7.1,7.1,21,Q1
522,244377,240011,6.0,2011,1,N,4.5,4.5,4.5,21,Q1
523,245675,240011,6.0,2011,1,S,6.4,6.4,6.4,21,Q1
524,245639,240011,6.0,2011,1,S,7.0,7.0,7.0,12,Q1
525,243582,240011,6.0,2011,1,S,6.9,6.9,6.9,21,Q1
526,245603,240011,6.0,2011,1,N,3.3,3.3,3.3,62,Q1
527,247426,240011,6.0,2011,1,N,4.1,4.1,4.1,62,Q1
528,244379,240012,6.0,2011,1,S,8.3,8.3,8.3,11,Q1
529,243759,240012,6.0,2011,1,S,7.8,7.8,7.8,11,Q1
530,245181,240012,6.0,2011,1,S,6.3,6.3,6.3,11,Q1
531,245637,240011,6.0,2011,1,N,3.0,3.0,3.0,61,Q1
532,244115,240011,6.0,2011,1,N,2.9,2.9,2.9,61,Q1
533,244060,240012,6.0,2011,1,S,6.5,6.5,6.5,11,Q1
534,232335,240025,7.5,2011,1,S,6.9,6.9,6.9,40,Q2
535,228268,240025,7.5,2011,1,S,6.2,6.2,6.2,30,Q2
536,226684,240025,7.5,2011,1,S,4.4,4.4,5.0,21,Q2
537,228099,240022,6.0,2011,1,S,7.5,7.5,7.5,20,Q2
538,245810,240011,6.0,2011,1,S,6.7,6.7,6.7,41,Q1
539,228629,240011,6.0,2011,1,S,6.1,6.1,6.1,41,Q1
540,245929,240011,6.0,2011,1,S,6.3,6.3,6.3,41,Q1
541,227601,240022,6.0,2011,1,S,0.0,4.6,5.0,10,Q2
542,227908,240022,6.0,2011,1,N,2.5,2.5,2.5,10,Q2
543,226798,240022,6.0,2011,1,S,7.3,7.3,7.3,10,Q2
544,227829,240025,7.5,2011,1,N,2.8,2.8,2.8,11,Q2
545,246718,240025,7.5,2011,1,N,0.8,0.8,0.8,11,Q2
546,227383,240025,7.5,2011,1,S,7.7,7.7,7.7,11,Q2
547,231202,240025,7.5,2011,1,S,5.4,5.4,5.4,11,Q2
548,228055,240022,6.0,2011,1,S,7.0,7.0,7.0,30,Q2
549,232153,240025,7.5,2011,1,N,0.0,0.0,0.0,22,Q2
550,227091,240025,7.5,2011,1,S,5.9,5.9,5.9,21,Q2
551,227129,240025,7.5,2011,1,S,6.6,6.6,6.6,21,Q2
552,227125,240022,6.0,2011,1,S,7.1,7.1,7.1,30,Q2
553,232799,240022,6.0,2011,1,S,5.0,5.0,5.0,30,Q2
554,232333,240022,6.0,2011,1,S,6.0,6.0,6.0,30,Q2
555,228382,240022,6.0,2011,1,S,6.6,6.6,6.6,30,Q2
556,226684,240022,6.0,2011,1,S,6.1,6.1,6.1,30,Q2
557,228268,240022,6.0,2011,1,N,3.7,3.7,3.7,30,Q2
558,246091,240011,6.0,2011,1,S,8.1,8.1,8.1,42,Q1
559,244090,240011,6.0,2011,1,S,6.7,6.7,6.7,51,Q1
560,244364,240011,6.0,2011,1,S,5.9,5.9,5.9,51,Q1
561,233021,240025,7.5,2011,1,S,6.3,6.3,6.3,22,Q2
562,227703,240022,6.0,2011,1,S,7.4,7.4,7.4,20,Q2
563,228021,240022,6.0,2011,1,S,6.4,6.4,6.4,20,Q2
564,232679,240022,6.0,2011,1,S,5.2,5.2,5.2,20,Q2
565,230878,240022,6.0,2011,1,S,6.6,6.6,6.6,20,Q2
566,227123,240025,7.5,2011,1,N,3.8,3.8,3.8,22,Q2
567,245737,240011,6.0,2011,1,S,5.6,5.6,5.6,42,Q1
568,245406,240011,6.0,2011,1,S,5.0,5.0,5.0,42,Q1
569,245307,240011,6.0,2011,1,S,6.9,6.9,6.9,41,Q1
570,243676,240011,6.0,2011,1,N,3.8,3.8,3.8,41,Q1
571,246095,240011,6.0,2011,1,N,4.4,4.4,4.4,42,Q1
572,244262,240011,6.0,2011,1,N,4.5,4.5,4.5,52,Q1
573,245174,240011,6.0,2011,1,S,7.2,7.2,7.2,11,Q1
574,246800,240011,6.0,2011,1,S,4.6,4.6,5.0,11,Q1
575,244287,240011,6.0,2011,1,S,6.3,6.3,6.3,11,Q1
576,243773,240011,6.0,2011,1,S,7.3,7.3,7.3,11,Q1
577,245654,240011,6.0,2011,1,S,6.0,6.0,6.0,52,Q1
578,246397,240011,6.0,2011,1,S,6.1,6.1,6.1,52,Q1
579,248927,240011,6.0,2011,1,S,5.1,5.1,5.1,52,Q1
580,227369,240011,6.0,2011,1,S,7.2,7.2,7.2,52,Q1
581,247426,240012,6.0,2011,1,N,4.0,4.0,4.0,62,Q1
582,246361,240011,6.0,2011,1,S,6.8,6.8,6.8,41,Q1
583,244535,240011,6.0,2011,1,S,7.6,7.6,7.6,41,Q1
584,245516,240011,6.0,2011,1,S,6.3,6.3,6.3,12,Q1
585,228459,240022,6.0,2011,1,S,5.5,5.5,5.5,20,Q2
586,233142,240013,6.0,2010,1,S,5.1,5.1,5.1,12,Q1
587,226798,240013,6.0,2010,1,N,3.8,3.8,3.8,21,Q1
588,227047,240013,6.0,2010,1,S,7.2,7.2,7.2,21,Q1
589,227048,240013,6.0,2010,1,S,6.0,6.0,6.0,21,Q1
590,226877,240013,6.0,2010,1,S,7.0,7.0,7.0,11,Q1
591,227096,240013,6.0,2010,1,S,7.7,7.7,7.7,11,Q1
592,227123,240013,6.0,2010,1,N,3.3,3.3,3.3,11,Q1
593,228657,240013,6.0,2010,1,N,2.7,2.7,2.7,12,Q1
594,229072,240013,6.0,2010,1,S,7.9,7.9,7.9,12,Q1
595,227406,240015,6.0,2010,1,S,5.1,5.1,5.1,53,Q1
596,227814,240015,6.0,2010,1,N,2.4,2.4,2.4,53,Q1
597,227422,240013,6.0,2010,1,S,5.6,5.6,5.6,11,Q1
598,227475,240013,6.0,2010,1,S,7.3,7.3,7.3,11,Q1
599,228242,240013,6.0,2010,1,S,5.0,5.0,5.0,11,Q1
600,226818,240013,6.0,2010,1,S,9.0,9.0,9.0,12,Q1
601,228049,240013,6.0,2010,1,S,5.0,5.0,5.0,32,Q1
602,227801,240013,6.0,2010,1,S,6.4,6.4,6.4,41,Q1
603,227807,240013,6.0,2010,1,N,4.1,4.1,4.1,41,Q1
604,228454,240013,6.0,2010,1,S,6.1,6.1,6.1,41,Q1
605,228637,240013,6.0,2010,1,S,6.2,6.2,6.2,31,Q1
606,229744,240013,6.0,2010,1,N,4.2,4.2,4.2,32,Q1
607,232879,240013,6.0,2010,1,S,5.6,5.6,5.6,32,Q1
608,226472,240013,6.0,2010,1,S,5.7,5.7,5.7,41,Q1
609,227301,240013,6.0,2010,1,S,5.0,5.0,5.0,41,Q1
610,227620,240013,6.0,2010,1,N,3.3,3.3,3.3,61,Q1
611,230662,240013,6.0,2010,1,S,5.0,5.0,5.0,61,Q1
612,226888,240013,6.0,2010,1,S,5.6,5.6,5.6,62,Q1
613,227856,240013,6.0,2010,1,S,5.1,5.1,5.1,62,Q1
614,227215,240013,6.0,2010,1,S,7.4,7.4,7.4,32,Q1
615,228017,240013,6.0,2010,1,S,6.5,6.5,6.5,32,Q1
616,232372,240015,6.0,2010,1,N,0.3,0.3,0.3,12,Q1
617,232677,240015,6.0,2010,1,S,7.9,7.9,7.9,12,Q1
618,233021,240015,6.0,2010,1,N,4.1,4.1,4.1,12,Q1
619,227087,240015,6.0,2010,1,S,7.1,7.1,7.1,11,Q1
620,227792,240015,6.0,2010,1,S,6.6,6.6,6.6,11,Q1
621,230199,240015,6.0,2010,1,S,8.5,8.5,8.5,11,Q1
622,228091,240014,6.0,2010,1,S,7.6,7.6,7.6,21,Q1
623,228281,240014,6.0,2010,1,S,5.0,5.0,5.0,21,Q1
624,228300,240014,6.0,2010,1,S,5.1,5.1,5.1,21,Q1
625,228533,240014,6.0,2010,1,S,6.1,6.1,6.1,21,Q1
626,228660,240014,6.0,2010,1,S,7.1,7.1,7.1,21,Q1
627,229736,240014,6.0,2010,1,S,7.1,7.1,7.1,21,Q1
628,227132,240014,6.0,2010,1,N,3.8,3.8,3.8,22,Q1
629,227021,240015,6.0,2010,1,N,0.6,0.6,0.6,12,Q1
630,228474,240015,6.0,2010,1,N,3.3,3.3,3.3,12,Q1
631,228601,240015,6.0,2010,1,N,4.5,4.5,4.5,12,Q1
632,229400,240014,6.0,2010,1,S,6.8,6.8,6.8,12,Q1
633,232124,240014,6.0,2010,1,N,3.5,3.5,3.5,12,Q1
634,227296,240014,6.0,2010,1,S,6.8,6.8,6.8,21,Q1
635,227409,240013,6.0,2010,1,S,5.1,5.1,5.1,42,Q1
636,227786,240013,6.0,2010,1,N,4.6,4.6,4.6,42,Q1
637,228628,240015,6.0,2010,1,S,6.4,6.4,6.4,31,Q1
638,227505,240014,6.0,2010,1,S,5.1,5.1,5.1,12,Q1
639,228162,240014,6.0,2010,1,S,6.6,6.6,6.6,12,Q1
640,228372,240014,6.0,2010,1,S,6.9,6.9,6.9,12,Q1
641,228599,240014,6.0,2010,1,S,5.3,5.3,5.3,12,Q1
642,228615,240014,6.0,2010,1,S,6.8,6.8,6.8,12,Q1
643,228623,240014,6.0,2010,1,S,6.6,6.6,6.6,12,Q1
644,232153,240013,6.0,2010,1,S,5.2,5.2,5.2,41,Q1
645,228573,240013,6.0,2010,1,S,6.6,6.6,6.6,42,Q1
646,228921,240013,6.0,2010,1,S,8.5,8.5,8.5,42,Q1
647,230188,240013,6.0,2010,1,S,7.1,7.1,7.1,42,Q1
648,227452,240013,6.0,2010,1,S,5.3,5.3,5.3,51,Q1
649,231202,240014,6.0,2010,1,S,5.3,5.3,5.3,72,Q1
650,229821,240015,6.0,2010,1,S,7.8,7.8,7.8,31,Q1
651,227178,240015,6.0,2010,1,N,0.1,0.1,0.1,32,Q1
652,228044,240015,6.0,2010,1,N,4.4,4.4,4.4,32,Q1
653,227433,240014,6.0,2010,1,S,8.3,8.3,8.3,31,Q1
654,227506,240014,6.0,2010,1,S,6.9,6.9,6.9,31,Q1
655,227958,240014,6.0,2010,1,S,8.5,8.5,8.5,31,Q1
656,228525,240014,6.0,2010,1,S,6.7,6.7,6.7,31,Q1
657,228049,240014,6.0,2010,1,S,5.6,5.6,5.6,32,Q1
658,226494,240014,6.0,2010,1,S,6.3,6.3,6.3,72,Q1
659,227828,240015,6.0,2010,1,N,3.8,3.8,3.8,43,Q1
660,227829,240015,6.0,2010,1,N,3.0,3.0,3.0,43,Q1
661,230005,240015,6.0,2010,1,N,0.5,0.5,0.5,43,Q1
662,229857,240014,6.0,2010,1,S,7.0,7.0,7.0,31,Q1
663,226687,240014,6.0,2010,1,N,4.5,4.5,4.5,32,Q1
664,227769,240015,6.0,2010,1,S,7.7,7.7,7.7,22,Q1
665,227779,240015,6.0,2010,1,S,7.3,7.3,7.3,22,Q1
666,228323,240015,6.0,2010,1,S,6.8,6.8,6.8,22,Q1
667,229827,240015,6.0,2010,1,S,8.8,8.8,8.8,22,Q1
668,228027,240015,6.0,2010,1,S,6.9,6.9,6.9,23,Q1
669,228459,240015,6.0,2010,1,N,2.9,2.9,2.9,23,Q1
670,228663,240015,6.0,2010,1,N,1.2,1.2,1.2,23,Q1
671,227409,240015,6.0,2010,1,N,0.3,0.3,0.3,42,Q1
672,227755,240015,6.0,2010,1,N,3.5,3.5,3.5,42,Q1
673,228210,240015,6.0,2010,1,N,0.4,0.4,0.4,42,Q1
674,229368,240015,6.0,2010,1,N,4.6,4.6,4.6,42,Q1
675,227752,240015,6.0,2010,1,S,8.1,8.1,8.1,21,Q1
676,227765,240015,6.0,2010,1,N,3.0,3.0,3.0,21,Q1
677,227871,240015,6.0,2010,1,S,7.6,7.6,7.6,21,Q1
678,228091,240015,6.0,2010,1,S,7.7,7.7,7.7,21,Q1
679,232347,240015,6.0,2010,1,N,2.7,2.7,2.7,21,Q1
680,232679,240015,6.0,2010,1,N,0.3,0.3,0.3,21,Q1
681,227207,240015,6.0,2010,1,N,4.3,4.3,4.3,22,Q1
682,232248,240015,6.0,2010,1,N,1.5,1.5,1.5,42,Q1
683,227707,240015,6.0,2010,1,S,5.0,5.0,5.0,43,Q1
684,227786,240015,6.0,2010,1,N,2.2,2.2,2.2,43,Q1
685,227264,240015,6.0,2010,1,N,1.9,1.9,1.9,41,Q1
686,227302,240015,6.0,2010,1,S,5.0,5.0,5.0,41,Q1
687,227855,240015,6.0,2010,1,N,4.0,4.0,4.0,41,Q1
688,245314,240015,6.0,2011,1,S,7.2,7.2,7.2,211,Q1
689,243993,240015,6.0,2011,1,S,9.0,9.0,9.0,211,Q1
690,246343,240015,6.0,2011,1,S,5.6,5.6,5.6,211,Q1
691,252422,240013,6.0,2011,1,S,5.1,5.1,5.1,62,Q1
692,245432,240013,6.0,2011,1,N,3.3,3.3,3.3,62,Q1
693,245401,240015,6.0,2011,1,S,7.2,7.2,7.2,122,Q1
694,246657,240015,6.0,2011,1,S,9.0,9.0,9.0,122,Q1
695,245516,240015,6.0,2011,1,S,7.1,7.1,7.1,122,Q1
696,245240,240015,6.0,2011,1,S,7.5,7.5,7.5,122,Q1
697,245777,240015,6.0,2011,1,N,0.9,0.9,0.9,211,Q1
698,244495,240014,6.0,2011,1,N,4.6,4.6,4.6,21,Q1
699,232965,240013,6.0,2011,1,N,3.5,3.5,3.5,61,Q1
700,248562,240013,6.0,2011,1,S,6.1,6.1,6.1,62,Q1
701,244049,240014,6.0,2011,1,S,7.7,7.7,7.7,11,Q1
702,245316,240014,6.0,2011,1,N,2.9,2.9,2.9,11,Q1
703,244888,240014,6.0,2011,1,S,5.5,5.5,5.5,11,Q1
704,247121,240014,6.0,2011,1,N,0.0,0.0,0.0,11,Q1
705,244279,240015,6.0,2011,1,N,4.4,4.4,4.4,121,Q1
706,244208,240015,6.0,2011,1,N,1.9,1.9,1.9,121,Q1
707,244457,240015,6.0,2011,1,S,7.9,7.9,7.9,121,Q1
708,245322,240015,6.0,2011,1,S,8.4,8.4,8.4,122,Q1
709,245843,240013,6.0,2011,1,N,4.1,4.1,4.1,52,Q1
710,245213,240013,6.0,2011,1,N,4.3,4.3,4.3,52,Q1
711,246396,240013,6.0,2011,1,N,3.8,3.8,3.8,61,Q1
712,252402,240013,6.0,2011,1,N,3.4,3.4,3.4,62,Q1
713,228476,240024,4.5,2011,1,N,2.5,2.5,2.5,10,Q2
714,229037,240024,4.5,2011,1,N,4.3,4.3,4.3,10,Q2
715,226717,240024,4.5,2011,1,S,6.1,6.1,6.1,20,Q2
716,246057,240013,6.0,2011,1,N,3.1,3.1,3.1,51,Q1
717,246034,240013,6.0,2011,1,S,5.0,5.0,5.0,51,Q1
718,246312,240013,6.0,2011,1,N,3.1,3.1,3.1,51,Q1
719,248338,240013,6.0,2011,1,S,5.6,5.6,5.6,52,Q1
720,250068,240013,6.0,2011,1,N,3.2,3.2,3.2,52,Q1
721,247069,240013,6.0,2011,1,N,3.0,3.0,3.0,52,Q1
722,244077,240013,6.0,2011,1,S,6.7,6.7,6.7,61,Q1
723,244074,240013,6.0,2011,1,S,5.0,5.0,5.0,61,Q1
724,246007,240014,6.0,2011,1,S,5.4,5.4,5.4,12,Q1
725,228884,240024,4.5,2011,1,S,6.7,6.7,6.7,10,Q2
726,226467,240024,4.5,2011,1,N,4.7,4.7,4.7,10,Q2
727,227520,240024,4.5,2011,1,S,0.0,4.7,5.0,20,Q2
728,244596,240014,6.0,2011,1,S,4.1,4.1,5.0,11,Q1
729,246123,240014,6.0,2011,1,S,6.0,6.0,6.0,11,Q1
730,244408,240014,6.0,2011,1,S,6.2,6.2,6.2,11,Q1
731,245950,240014,6.0,2011,1,S,5.1,5.1,5.1,11,Q1
732,246236,240014,6.0,2011,1,S,5.0,5.0,5.0,12,Q1
733,228556,240014,6.0,2011,1,N,3.9,4.1,4.1,12,Q1
734,248426,240014,6.0,2011,1,S,6.6,6.6,6.6,12,Q1
735,244457,240014,6.0,2011,1,S,5.7,5.7,5.7,12,Q1
736,245369,240014,6.0,2011,1,S,5.0,5.0,5.0,12,Q1
737,245402,240014,6.0,2011,1,S,9.0,9.0,9.0,12,Q1
738,245639,240014,6.0,2011,1,S,6.6,6.6,6.6,12,Q1
739,245777,240014,6.0,2011,1,N,0.0,0.0,0.0,21,Q1
740,246767,240014,6.0,2011,1,N,2.7,2.7,2.7,21,Q1
741,248339,240015,6.0,2011,1,S,6.4,6.4,6.4,121,Q1
742,245648,240015,6.0,2011,1,S,7.6,7.6,7.6,121,Q1
743,229121,240015,6.0,2011,1,N,4.4,4.4,4.4,121,Q1
744,245086,240015,6.0,2011,1,S,7.5,7.5,7.5,121,Q1
745,245121,240014,6.0,2011,1,N,4.4,4.4,4.4,12,Q1
746,245553,240015,6.0,2011,1,S,7.0,7.0,7.0,111,Q1
747,245853,240015,6.0,2011,1,S,7.0,7.0,7.0,111,Q1
748,226687,240015,6.0,2011,1,S,5.9,5.9,5.9,111,Q1
749,243759,240015,6.0,2011,1,S,8.4,8.4,8.4,111,Q1
750,245150,240015,6.0,2011,1,S,9.2,9.2,9.2,111,Q1
751,246132,240015,6.0,2011,1,S,6.7,6.7,6.7,111,Q1
752,245445,240015,6.0,2011,1,S,8.5,8.5,8.5,111,Q1
753,246098,240015,6.0,2011,1,S,8.1,8.1,8.1,111,Q1
