,CODEX,CODASS,CR,CURS,Q,APR,NP,NC,NF,GR,QUATRI
19493,227363,240011,6.0,2010,2,N,4.6,4.6,4.6,31,Q1
19494,227476,240012,6.0,2010,2,N,3.4,4.3,4.3,22,Q1
19495,227125,240011,6.0,2010,2,N,4.2,4.5,4.5,21,Q1
19496,226431,240011,6.0,2010,2,S,6.2,6.2,6.2,21,Q1
19497,228504,240011,6.0,2010,2,S,5.6,5.6,5.6,21,Q1
19498,227607,240011,6.0,2010,2,S,5.2,5.2,5.2,21,Q1
19499,230772,240011,6.0,2010,2,S,6.4,6.4,6.4,22,Q1
19500,227620,240011,6.0,2010,2,S,6.5,6.5,6.5,22,Q1
19501,230066,240025,7.5,2010,2,S,6.2,6.2,6.2,31,Q2
19502,227590,240025,7.5,2010,2,S,5.2,5.2,5.2,31,Q2
19503,228628,240025,7.5,2010,2,S,5.0,5.0,5.0,32,Q2
19504,228599,240025,7.5,2010,2,N,2.9,2.9,2.9,32,Q2
19505,228080,240025,7.5,2010,2,S,7.0,7.0,7.0,32,Q2
19506,228247,240025,7.5,2010,2,S,6.2,6.2,6.2,32,Q2
19507,229972,240012,6.0,2010,2,N,3.6,4.4,4.4,11,Q1
19508,227451,240025,7.5,2010,2,S,7.4,7.4,7.4,31,Q2
19509,227034,240025,7.5,2010,2,S,6.5,6.5,6.5,31,Q2
19510,227125,240012,6.0,2010,2,S,5.2,5.2,5.2,21,Q1
19511,227620,240012,6.0,2010,2,S,4.7,4.7,5.0,21,Q1
19512,226738,240012,6.0,2010,2,N,3.5,3.5,3.5,21,Q1
19513,226944,240022,6.0,2010,2,S,6.8,6.8,6.8,22,Q2
19514,228060,240022,6.0,2010,2,S,5.9,5.9,5.9,22,Q2
19515,227298,240022,6.0,2010,2,S,5.5,5.5,5.5,13,Q2
19516,227821,240022,6.0,2010,2,S,6.5,6.5,6.5,13,Q2
19517,228998,240022,6.0,2010,2,N,4.0,4.0,4.0,21,Q2
19518,227712,240011,6.0,2010,2,N,4.5,4.5,4.5,12,Q1
19519,229520,240011,6.0,2010,2,N,3.6,3.6,3.6,12,Q1
19520,228018,240011,6.0,2010,2,N,4.1,4.1,4.1,12,Q1
19521,228049,240022,6.0,2010,2,N,2.6,2.6,2.6,12,Q2
19522,227859,240022,6.0,2010,2,S,5.6,5.6,5.6,12,Q2
19523,227092,240022,6.0,2010,2,S,8.1,8.1,8.1,13,Q2
19524,226994,240022,6.0,2010,2,N,4.2,4.2,4.2,13,Q2
19525,227641,240022,6.0,2010,2,S,5.2,5.2,5.2,13,Q2
19526,227096,240022,6.0,2010,2,S,9.0,9.0,9.0,32,Q2
19527,226515,240022,6.0,2010,2,S,7.4,7.4,7.4,33,Q2
19528,228536,240012,6.0,2010,2,S,5.4,5.4,5.4,32,Q1
19529,227735,240012,6.0,2010,2,S,6.6,6.6,6.6,32,Q1
19530,228382,240011,6.0,2010,2,N,3.0,3.0,3.0,11,Q1
19531,227036,240011,6.0,2010,2,S,6.1,6.1,6.1,32,Q1
19532,227838,240011,6.0,2010,2,N,4.5,4.5,4.5,32,Q1
19533,231199,240011,6.0,2010,2,S,5.6,5.6,5.6,32,Q1
19534,227006,240022,6.0,2010,2,N,4.3,4.3,4.3,12,Q2
19535,227887,240022,6.0,2010,2,S,5.1,5.1,5.1,12,Q2
19536,227752,240022,6.0,2010,2,S,8.0,8.0,8.0,12,Q2
19537,227260,240011,6.0,2010,2,S,8.5,8.5,8.5,32,Q1
19538,227285,240011,6.0,2010,2,S,5.6,5.6,5.6,32,Q1
19539,227320,240022,6.0,2010,2,N,0.0,0.0,0.0,11,Q2
19540,230066,240022,6.0,2010,2,S,7.2,7.2,7.2,31,Q2
19541,229108,240022,6.0,2010,2,S,9.0,9.0,9.0,32,Q2
19542,227302,240022,6.0,2010,2,S,5.4,5.4,5.4,32,Q2
19543,229808,240022,6.0,2010,2,S,8.3,8.3,8.3,32,Q2
19544,228660,240022,6.0,2010,2,S,6.7,6.7,6.7,23,Q2
19545,228246,240022,6.0,2010,2,N,4.0,4.0,4.0,23,Q2
19546,228281,240022,6.0,2010,2,S,5.0,5.0,5.0,31,Q2
19547,228204,240014,6.0,2010,2,S,7.3,7.3,7.3,11,Q1
19548,232124,240014,6.0,2010,2,S,5.6,5.6,5.6,11,Q1
19549,228556,240014,6.0,2010,2,N,4.1,4.1,4.1,11,Q1
19550,228971,240014,6.0,2010,2,S,5.8,5.8,5.8,11,Q1
19551,227006,240024,4.5,2010,2,S,7.9,7.9,7.9,12,Q2
19552,227752,240024,4.5,2010,2,S,7.6,7.6,7.6,12,Q2
19553,228531,240024,4.5,2010,2,S,6.1,6.1,6.1,22,Q2
19554,227637,240024,4.5,2010,2,S,10.0,10.0,10.0,22,Q2
19555,227264,240024,4.5,2010,2,S,4.5,4.5,5.0,22,Q2
19556,231371,240024,4.5,2010,2,S,7.2,7.2,7.2,22,Q2
19557,227979,240024,4.5,2010,2,N,1.4,1.4,1.4,22,Q2
19558,231745,240024,4.5,2010,2,S,5.7,5.7,5.7,22,Q2
19559,227958,240024,4.5,2010,2,S,7.6,7.6,7.6,31,Q2
19560,227556,240024,4.5,2010,2,S,8.1,8.1,8.1,31,Q2
19561,228537,240024,4.5,2010,2,S,5.0,5.0,5.0,31,Q2
19562,227021,240024,4.5,2010,2,S,6.8,6.8,6.8,31,Q2
19563,228532,240024,4.5,2010,2,S,5.0,5.0,5.0,21,Q2
19564,227032,240024,4.5,2010,2,S,5.0,5.0,5.0,22,Q2
19565,227774,240024,4.5,2010,2,N,3.2,3.2,3.2,22,Q2
19566,229972,240015,6.0,2010,2,N,1.5,1.5,1.5,11,Q1
19567,232248,240015,6.0,2010,2,N,3.8,3.8,3.8,12,Q1
19568,227753,240024,4.5,2010,2,S,5.3,5.3,5.3,31,Q2
19569,228629,240024,4.5,2010,2,N,4.4,4.4,4.4,31,Q2
19570,227838,240023,6.0,2010,2,N,0.8,0.8,0.8,40,Q2
19571,228971,240015,6.0,2010,2,N,4.2,4.2,4.2,13,Q1
19572,228572,240015,6.0,2010,2,N,2.3,2.3,2.3,33,Q1
19573,227522,240015,6.0,2010,2,N,0.9,0.9,0.9,33,Q1
19574,228260,240015,6.0,2010,2,N,1.6,1.6,1.6,11,Q1
19575,227701,240023,6.0,2010,2,S,5.9,5.9,5.9,32,Q2
19576,227805,240023,6.0,2010,2,S,7.9,7.9,7.9,32,Q2
19577,227452,240023,6.0,2010,2,N,3.5,3.5,3.5,40,Q2
19578,227199,240023,6.0,2010,2,N,3.9,3.9,3.9,40,Q2
19579,228494,240023,6.0,2010,2,S,5.7,5.7,5.7,40,Q2
19580,232981,240015,6.0,2010,2,N,3.6,3.6,3.6,13,Q1
19581,227786,240015,6.0,2010,2,N,0.8,0.8,0.8,23,Q1
19582,226717,240015,6.0,2010,2,S,5.0,5.0,5.0,23,Q1
19583,227012,240021,6.0,2010,2,S,4.6,4.6,5.0,22,Q2
19584,228080,240023,6.0,2010,2,S,7.1,7.1,7.1,32,Q2
19585,227700,240023,6.0,2010,2,S,8.3,8.3,8.3,32,Q2
19586,230310,240023,6.0,2010,2,S,5.0,5.0,5.0,32,Q2
19587,227351,240023,6.0,2010,2,S,5.3,5.3,5.3,32,Q2
19588,229736,240021,6.0,2010,2,S,5.7,5.7,5.7,13,Q2
19589,228958,240021,6.0,2010,2,N,3.7,3.7,3.7,13,Q2
19590,227947,240021,6.0,2010,2,S,6.1,6.1,6.1,13,Q2
19591,226495,240021,6.0,2010,2,S,6.1,6.1,6.1,13,Q2
19592,228047,240021,6.0,2010,2,S,5.3,5.3,5.3,13,Q2
19593,226774,240021,6.0,2010,2,S,5.8,5.8,5.8,13,Q2
19594,228300,240021,6.0,2010,2,S,5.4,5.4,5.4,21,Q2
19595,227765,240021,6.0,2010,2,S,8.1,8.1,8.1,21,Q2
19596,227755,240021,6.0,2010,2,S,5.8,5.8,5.8,21,Q2
19597,227994,240023,6.0,2010,2,N,3.0,3.0,3.0,40,Q2
19598,232333,240023,6.0,2010,2,N,3.2,3.2,3.2,50,Q2
19599,228323,240023,6.0,2010,2,S,6.0,6.0,6.0,50,Q2
19600,227459,240023,6.0,2010,2,N,3.3,3.3,3.3,50,Q2
19601,231048,240021,6.0,2010,2,S,7.3,7.3,7.3,12,Q2
19602,227825,240023,6.0,2010,2,S,6.7,6.7,6.7,50,Q2
19603,227823,240023,6.0,2010,2,S,5.0,5.0,5.0,50,Q2
19604,227326,240023,6.0,2010,2,S,5.0,5.0,5.0,50,Q2
19605,227285,240021,6.0,2010,2,N,4.2,4.2,4.2,11,Q2
19606,226648,240021,6.0,2010,2,S,5.4,5.4,5.4,12,Q2
19607,228029,240021,6.0,2010,2,S,5.7,5.7,5.7,12,Q2
19608,228576,240023,6.0,2010,2,N,1.4,1.4,1.4,40,Q2
19609,229368,240021,6.0,2010,2,N,4.2,4.2,4.2,11,Q2
19610,232499,240021,6.0,2010,2,S,5.8,5.8,5.8,11,Q2
19611,227887,240021,6.0,2010,2,S,6.7,6.7,6.7,12,Q2
19612,227838,240013,6.0,2010,2,N,3.2,3.2,3.2,30,Q1
19613,232879,240021,6.0,2010,2,S,5.8,5.8,5.8,22,Q2
19614,228061,240021,6.0,2010,2,S,5.0,5.0,5.0,22,Q2
19615,228525,240023,6.0,2010,2,N,3.3,3.3,3.3,11,Q2
19616,227303,240023,6.0,2010,2,N,0.6,0.6,0.6,11,Q2
19617,228055,240012,6.0,2010,1,N,3.7,3.7,3.7,63,Q1
19618,228096,240012,6.0,2010,1,S,5.0,5.0,5.0,63,Q1
19619,228100,240012,6.0,2010,1,N,2.5,2.5,2.5,63,Q1
19620,231371,240012,6.0,2010,1,S,7.5,7.5,7.5,63,Q1
19621,231745,240012,6.0,2010,1,S,5.4,5.4,5.4,63,Q1
19622,227728,240012,6.0,2010,1,S,6.5,6.5,6.5,71,Q1
19623,228884,240012,6.0,2010,1,S,5.5,5.5,5.5,71,Q1
19624,228540,240012,6.0,2010,1,S,5.7,5.7,5.7,62,Q1
19625,229176,240011,6.0,2010,1,S,6.3,6.3,6.3,73,Q1
19626,232351,240011,6.0,2010,1,S,5.8,5.8,5.8,63,Q1
19627,227728,240011,6.0,2010,1,S,6.1,6.1,6.1,71,Q1
19628,229698,240011,6.0,2010,1,N,2.3,2.3,2.3,71,Q1
19629,230356,240012,6.0,2010,1,S,5.2,5.2,5.2,22,Q1
19630,232338,240012,6.0,2010,1,S,5.9,5.9,5.9,22,Q1
19631,227908,240012,6.0,2010,1,S,5.0,5.0,5.0,23,Q1
19632,228695,240024,4.5,2010,2,N,2.4,2.4,2.4,41,Q2
19633,228245,240024,4.5,2010,2,N,2.6,2.6,2.6,42,Q2
19634,228494,240024,4.5,2010,2,S,4.7,4.7,5.0,42,Q2
19635,227775,240024,4.5,2010,2,N,3.6,3.6,3.6,42,Q2
19636,227520,240024,4.5,2010,2,N,4.7,4.7,4.7,42,Q2
19637,227829,240024,4.5,2010,2,S,5.1,5.1,5.1,13,Q2
19638,226994,240024,4.5,2010,2,S,5.2,5.2,5.2,13,Q2
19639,228029,240024,4.5,2010,2,S,8.6,8.6,8.6,13,Q2
19640,227878,240024,4.5,2010,2,S,7.5,7.5,7.5,13,Q2
19641,227602,240024,4.5,2010,2,S,10.0,10.0,10.0,13,Q2
19642,227703,240024,4.5,2010,2,S,6.4,6.4,6.4,23,Q2
19643,226410,240024,4.5,2010,2,S,7.0,7.0,7.0,23,Q2
19644,226950,240024,4.5,2010,2,S,7.1,7.1,7.1,23,Q2
19645,227082,240024,4.5,2010,2,S,7.5,7.5,7.5,23,Q2
19646,228530,240024,4.5,2010,2,N,3.9,3.9,3.9,51,Q2
19647,228880,240012,6.0,2010,1,S,7.0,7.0,7.0,23,Q1
19648,229423,240012,6.0,2010,1,S,7.7,7.7,7.7,23,Q1
19649,229691,240012,6.0,2010,1,S,6.0,6.0,6.0,23,Q1
19650,232393,240012,6.0,2010,1,S,6.6,6.6,6.6,23,Q1
19651,226738,240015,6.0,2010,2,N,4.2,4.2,4.2,21,Q1
19652,227686,240015,6.0,2010,2,N,1.5,1.5,1.5,21,Q1
19653,229949,240015,6.0,2010,2,N,0.3,0.3,0.3,21,Q1
19654,232153,240015,6.0,2010,2,N,4.3,4.3,4.3,21,Q1
19655,232799,240015,6.0,2010,2,N,0.4,0.4,0.4,21,Q1
19656,227757,240015,6.0,2010,2,N,4.2,4.2,4.2,31,Q1
19657,226472,240015,6.0,2010,2,S,5.9,5.9,5.9,31,Q1
19658,228459,240015,6.0,2010,2,N,4.1,4.1,4.1,31,Q1
19659,227091,240015,6.0,2010,2,N,0.8,0.8,0.8,31,Q1
19660,227801,240024,4.5,2010,2,S,7.5,7.5,7.5,33,Q2
19661,227746,240024,4.5,2010,2,S,7.5,7.5,7.5,33,Q2
19662,227854,240024,4.5,2010,2,S,6.3,6.3,6.3,33,Q2
19663,229830,240012,6.0,2010,1,S,5.0,5.0,5.0,21,Q1
19664,227328,240012,6.0,2010,1,S,7.5,7.5,7.5,22,Q1
19665,227637,240012,6.0,2010,1,S,8.3,8.3,8.3,22,Q1
19666,227838,240012,6.0,2010,1,S,5.0,5.0,5.0,22,Q1
19667,228631,240015,6.0,2010,2,N,4.2,4.2,4.2,21,Q1
19668,227942,240024,4.5,2010,2,S,5.3,5.3,5.3,51,Q2
19669,228439,240024,4.5,2010,2,S,8.1,8.1,8.1,51,Q2
19670,232636,240024,4.5,2010,2,N,3.2,3.2,3.2,52,Q2
19671,229635,240012,6.0,2010,1,S,7.0,7.0,7.0,52,Q1
19672,227178,240015,6.0,2010,2,N,3.8,3.8,3.8,21,Q1
19673,228623,240015,6.0,2010,2,S,5.6,5.6,5.6,32,Q1
19674,227459,240024,4.5,2010,2,S,6.6,6.6,6.6,51,Q2
19675,226889,240024,4.5,2010,2,N,3.2,3.2,3.2,52,Q2
19676,227413,240012,6.0,2010,1,S,5.6,5.6,5.6,43,Q1
19677,227787,240012,6.0,2010,1,S,5.5,5.5,5.5,43,Q1
19678,228245,240012,6.0,2010,1,N,2.4,2.4,2.4,51,Q1
19679,228268,240015,6.0,2010,2,N,3.5,3.5,3.5,32,Q1
19680,231885,240015,6.0,2010,2,N,3.5,3.5,3.5,32,Q1
19681,233021,240015,6.0,2010,2,S,5.4,5.4,5.4,32,Q1
19682,228372,240023,6.0,2010,2,N,3.1,3.1,3.1,11,Q2
19683,227326,240012,6.0,2010,1,S,6.0,6.0,6.0,42,Q1
19684,228573,240012,6.0,2010,1,S,5.5,5.5,5.5,42,Q1
19685,226680,240012,6.0,2010,1,S,7.6,7.6,7.6,43,Q1
19686,227639,240023,6.0,2010,2,S,7.0,7.0,7.0,11,Q2
19687,227091,240023,6.0,2010,2,S,5.0,5.0,5.0,11,Q2
19688,227304,240023,6.0,2010,2,S,6.8,6.8,6.8,11,Q2
19689,227096,240011,6.0,2010,1,S,7.3,7.3,7.3,11,Q1
19690,227792,240011,6.0,2010,1,S,7.2,7.2,7.2,11,Q1
19691,228718,240011,6.0,2010,1,N,4.6,4.6,4.6,12,Q1
19692,228998,240011,6.0,2010,1,S,5.1,5.1,5.1,12,Q1
19693,232677,240011,6.0,2010,1,S,5.5,5.5,5.5,12,Q1
19694,227021,240011,6.0,2010,1,S,5.5,5.5,5.5,12,Q1
19695,228436,240011,6.0,2010,1,S,5.2,5.2,5.2,12,Q1
19696,228657,240011,6.0,2010,1,N,0.0,0.0,0.0,12,Q1
19697,226648,240011,6.0,2010,1,S,5.6,5.6,5.6,31,Q1
19698,227436,240011,6.0,2010,1,S,5.3,5.3,5.3,31,Q1
19699,227775,240011,6.0,2010,1,N,4.1,4.1,4.1,42,Q1
19700,227805,240011,6.0,2010,1,S,8.2,8.2,8.2,42,Q1
19701,227857,240011,6.0,2010,1,N,0.0,0.0,0.0,42,Q1
19702,228573,240011,6.0,2010,1,S,6.6,6.6,6.6,42,Q1
19703,228045,240011,6.0,2010,1,S,5.0,5.0,5.0,31,Q1
19704,228529,240011,6.0,2010,1,S,7.0,7.0,7.0,31,Q1
19705,228637,240011,6.0,2010,1,S,5.1,5.1,5.1,31,Q1
19706,228268,240011,6.0,2010,1,N,3.2,3.2,3.2,23,Q1
19707,228459,240011,6.0,2010,1,S,5.0,5.0,5.0,23,Q1
19708,229148,240011,6.0,2010,1,S,5.0,5.0,5.0,41,Q1
19709,231419,240011,6.0,2010,1,S,5.6,5.6,5.6,41,Q1
19710,232153,240011,6.0,2010,1,N,2.7,2.7,2.7,41,Q1
19711,227365,240011,6.0,2010,1,S,7.0,7.0,7.0,42,Q1
19712,227753,240011,6.0,2010,1,S,6.3,6.3,6.3,42,Q1
19713,229380,240011,6.0,2010,1,S,7.0,7.0,7.0,62,Q1
19714,227369,240011,6.0,2010,1,N,0.0,0.0,0.0,63,Q1
19715,227620,240011,6.0,2010,1,N,4.3,4.3,4.3,63,Q1
19716,226684,240011,6.0,2010,1,S,6.0,6.0,6.0,53,Q1
19717,227091,240011,6.0,2010,1,S,5.7,5.7,5.7,53,Q1
19718,227047,240011,6.0,2010,1,S,8.0,8.0,8.0,21,Q1
19719,229827,240011,6.0,2010,1,S,6.0,6.0,6.0,22,Q1
19720,232234,240011,6.0,2010,1,N,4.2,4.2,4.2,22,Q1
19721,226798,240011,6.0,2010,1,N,2.7,2.7,2.7,23,Q1
19722,228179,240011,6.0,2010,1,S,5.8,5.8,5.8,21,Q1
19723,232356,240011,6.0,2010,1,S,5.0,5.0,5.0,21,Q1
19724,227008,240012,6.0,2010,1,S,7.4,7.4,7.4,12,Q1
19725,227641,240011,6.0,2010,1,S,5.1,5.1,5.1,33,Q1
19726,227880,240011,6.0,2010,1,N,4.2,4.2,4.2,33,Q1
19727,226877,240012,6.0,2010,1,S,7.0,7.0,7.0,11,Q1
19728,227215,240012,6.0,2010,1,S,5.3,5.3,5.3,33,Q1
19729,227284,240012,6.0,2010,1,S,5.0,5.0,5.0,33,Q1
19730,227355,240012,6.0,2010,1,S,6.4,6.4,6.4,33,Q1
19731,228017,240012,6.0,2010,1,S,10.0,10.0,10.0,33,Q1
19732,228227,240012,6.0,2010,1,S,5.4,5.4,5.4,33,Q1
19733,228661,240012,6.0,2010,1,S,7.5,7.5,7.5,33,Q1
19734,227766,240012,6.0,2010,1,S,6.5,6.5,6.5,41,Q1
19735,226994,240011,6.0,2010,1,S,5.5,5.5,5.5,32,Q1
19736,227057,240011,6.0,2010,1,S,5.7,5.7,5.7,32,Q1
19737,228439,240011,6.0,2010,1,S,7.3,7.3,7.3,33,Q1
19738,226472,240011,6.0,2010,1,S,7.8,7.8,7.8,41,Q1
19739,227792,240012,6.0,2010,1,S,7.0,7.0,7.0,11,Q1
19740,228080,240012,6.0,2010,1,S,7.8,7.8,7.8,11,Q1
19741,228247,240012,6.0,2010,1,S,7.9,7.9,7.9,11,Q1
19742,228432,240012,6.0,2010,1,S,5.6,5.6,5.6,11,Q1
19743,231885,240012,6.0,2010,1,S,5.0,5.0,5.0,11,Q1
19744,228958,240011,6.0,2010,1,N,4.5,4.5,4.5,32,Q1
19745,229447,240011,6.0,2010,1,S,6.0,6.0,6.0,32,Q1
19746,244379,240011,6.0,2011,1,S,7.2,7.2,7.2,11,Q1
19747,228006,240012,6.0,2010,1,S,7.0,7.0,7.0,62,Q1
19748,228476,240012,6.0,2010,1,S,5.0,5.0,5.0,62,Q1
19749,227476,240012,6.0,2010,1,N,4.3,4.3,4.3,31,Q1
19750,226455,240012,6.0,2010,1,S,7.2,7.2,7.2,33,Q1
19751,226463,240012,6.0,2010,1,S,5.2,5.2,5.2,32,Q1
19752,228454,240011,6.0,2010,1,S,7.1,7.1,7.1,43,Q1
19753,232499,240011,6.0,2010,1,S,7.2,7.2,7.2,43,Q1
19754,227406,240012,6.0,2010,1,S,5.4,5.4,5.4,53,Q1
19755,229754,240021,6.0,2010,2,S,6.0,6.0,6.0,32,Q2
19756,228247,240021,6.0,2010,2,S,7.0,7.0,7.0,32,Q2
19757,228572,240021,6.0,2010,2,N,2.2,2.2,2.2,23,Q2
19758,227296,240021,6.0,2010,2,S,5.4,5.4,5.4,23,Q2
19759,227958,240021,6.0,2010,2,S,7.0,7.0,7.0,31,Q2
19760,227436,240021,6.0,2010,2,S,6.7,6.7,6.7,31,Q2
19761,227451,240021,6.0,2010,2,S,5.7,5.7,5.7,31,Q2
19762,228229,240021,6.0,2010,2,S,5.8,5.8,5.8,31,Q2
19763,227365,240021,6.0,2010,2,S,6.4,6.4,6.4,31,Q2
19764,227854,240021,6.0,2010,2,N,4.6,4.6,4.6,31,Q2
19765,228179,240023,6.0,2010,2,S,5.0,5.0,5.0,21,Q2
19766,227480,240024,4.5,2010,2,S,7.3,7.3,7.3,32,Q2
19767,229808,240024,4.5,2010,2,S,8.5,8.5,8.5,32,Q2
19768,226888,240024,4.5,2010,2,N,2.6,2.6,2.6,41,Q2
19769,227953,240024,4.5,2010,2,N,4.0,4.0,4.0,41,Q2
19770,227659,240021,6.0,2010,2,S,5.1,5.1,5.1,23,Q2
19771,227774,240021,6.0,2010,2,N,4.5,4.5,4.5,23,Q2
19772,228162,240023,6.0,2010,2,S,5.4,5.4,5.4,12,Q2
19773,227779,240024,4.5,2010,2,S,8.6,8.6,8.6,32,Q2
19774,229821,240024,4.5,2010,2,S,6.9,6.9,6.9,32,Q2
19775,228021,240024,4.5,2010,2,S,8.2,8.2,8.2,41,Q2
19776,228375,240024,4.5,2010,2,S,5.0,5.0,5.0,41,Q2
19777,227735,240023,6.0,2010,2,N,2.1,2.1,2.1,12,Q2
19778,226994,240023,6.0,2010,2,N,2.3,2.3,2.3,12,Q2
19779,228529,240023,6.0,2010,2,S,5.3,5.3,5.3,12,Q2
19780,227215,240023,6.0,2010,2,S,5.7,5.7,5.7,32,Q2
19781,228190,240023,6.0,2010,2,N,1.2,1.2,1.2,32,Q2
19782,228122,240021,6.0,2010,2,S,5.8,5.8,5.8,42,Q2
19783,227199,240021,6.0,2010,2,N,4.3,4.3,4.3,42,Q2
19784,229830,240021,6.0,2010,2,N,4.4,4.4,4.4,42,Q2
19785,229380,240021,6.0,2010,2,S,7.0,7.0,7.0,42,Q2
19786,227522,240021,6.0,2010,2,N,4.0,4.0,4.0,42,Q2
19787,227045,240021,6.0,2010,2,N,0.0,0.0,0.0,43,Q2
19788,232094,240021,6.0,2010,2,S,6.3,6.3,6.3,43,Q2
19789,228055,240021,6.0,2010,2,N,3.3,3.3,3.3,43,Q2
19790,226464,240021,6.0,2010,2,N,4.7,4.7,4.7,43,Q2
19791,227774,240023,6.0,2010,2,S,4.6,4.6,5.0,22,Q2
19792,227738,240023,6.0,2010,2,S,6.0,6.0,6.0,22,Q2
19793,228242,240023,6.0,2010,2,S,5.2,5.2,5.2,31,Q2
19794,228630,240023,6.0,2010,2,S,6.9,6.9,6.9,31,Q2
19795,228017,240023,6.0,2010,2,S,7.5,7.5,7.5,31,Q2
19796,227034,240023,6.0,2010,2,S,7.4,7.4,7.4,31,Q2
19797,227363,240023,6.0,2010,2,S,6.2,6.2,6.2,31,Q2
19798,227855,240023,6.0,2010,2,S,7.3,7.3,7.3,31,Q2
19799,227601,240023,6.0,2010,2,S,5.0,5.0,5.0,31,Q2
19800,228204,240021,6.0,2010,2,N,3.1,3.1,3.1,42,Q2
19801,227476,240021,6.0,2010,2,N,4.0,4.0,4.0,42,Q2
19802,226515,240021,6.0,2010,2,S,6.3,6.3,6.3,33,Q2
19803,227746,240021,6.0,2010,2,N,4.5,4.5,4.5,33,Q2
19804,229827,240021,6.0,2010,2,S,6.7,6.7,6.7,33,Q2
19805,227285,240013,6.0,2010,2,S,5.9,5.9,5.9,30,Q1
19806,229447,240021,6.0,2010,2,S,6.2,6.2,6.2,51,Q2
19807,232965,240021,6.0,2010,2,N,4.1,4.1,4.1,53,Q2
19808,232772,240021,6.0,2010,2,S,6.1,6.1,6.1,51,Q2
19809,228323,240021,6.0,2010,2,S,6.5,6.5,6.5,51,Q2
19810,231885,240024,4.5,2010,2,N,4.5,4.5,4.5,11,Q2
19811,228005,240024,4.5,2010,2,S,10.0,10.0,10.0,11,Q2
19812,227506,240024,4.5,2010,2,S,5.3,5.3,5.3,11,Q2
19813,227300,240024,4.5,2010,2,S,8.5,8.5,8.5,11,Q2
19814,229262,240013,6.0,2010,2,N,3.7,3.7,3.7,10,Q1
19815,226793,240013,6.0,2010,2,N,1.6,1.6,1.6,20,Q1
19816,226738,240013,6.0,2010,2,S,5.0,5.0,5.0,20,Q1
19817,229949,240013,6.0,2010,2,N,4.4,4.4,4.4,20,Q1
19818,227123,240013,6.0,2010,2,S,6.1,6.1,6.1,20,Q1
19819,228660,240013,6.0,2010,2,S,6.2,6.2,6.2,20,Q1
19820,227686,240014,6.0,2010,2,N,4.4,4.4,4.4,21,Q1
19821,227289,240014,6.0,2010,2,S,7.2,7.2,7.2,21,Q1
19822,227098,240014,6.0,2010,2,S,6.3,6.3,6.3,31,Q1
19823,228532,240014,6.0,2010,2,S,7.0,7.0,7.0,31,Q1
19824,228563,240014,6.0,2010,2,N,3.3,3.3,3.3,31,Q1
19825,232124,240015,6.0,2010,2,S,5.0,5.0,5.0,13,Q1
19826,227447,240015,6.0,2010,2,S,6.5,6.5,6.5,13,Q1
19827,228704,240015,6.0,2010,2,N,0.0,0.0,0.0,13,Q1
19828,229457,240024,4.5,2010,2,N,2.4,2.4,2.4,12,Q2
19829,226774,240024,4.5,2010,2,S,8.5,8.5,8.5,12,Q2
19830,227735,240024,4.5,2010,2,S,7.4,7.4,7.4,12,Q2
19831,227309,240024,4.5,2010,2,S,7.0,7.0,7.0,12,Q2
19832,227753,240014,6.0,2010,1,S,5.0,5.0,5.0,42,Q1
19833,227947,240014,6.0,2010,1,S,5.1,5.1,5.1,42,Q1
19834,228108,240014,6.0,2010,1,N,4.0,4.0,4.0,42,Q1
19835,227298,240014,6.0,2010,1,S,5.1,5.1,5.1,41,Q1
19836,227451,240014,6.0,2010,1,S,5.4,5.4,5.4,41,Q1
19837,227518,240014,6.0,2010,1,S,7.8,7.8,7.8,41,Q1
19838,227700,240014,6.0,2010,1,S,7.2,7.2,7.2,41,Q1
19839,227854,240014,6.0,2010,1,S,8.0,8.0,8.0,41,Q1
19840,229148,240014,6.0,2010,1,S,5.7,5.7,5.7,41,Q1
19841,232153,240014,6.0,2010,1,N,4.1,4.1,4.1,41,Q1
19842,227200,240014,6.0,2010,1,S,5.0,5.0,5.0,42,Q1
19843,229744,240014,6.0,2010,1,S,6.6,6.6,6.6,32,Q1
19844,227609,240013,6.0,2010,1,S,6.2,6.2,6.2,52,Q1
19845,227624,240013,6.0,2010,1,S,7.1,7.1,7.1,52,Q1
19846,230006,240013,6.0,2010,1,S,7.5,7.5,7.5,52,Q1
19847,230008,240013,6.0,2010,1,N,3.1,3.1,3.1,52,Q1
19848,226684,240013,6.0,2010,1,S,5.5,5.5,5.5,52,Q1
19849,232636,240013,6.0,2010,1,S,6.8,6.8,6.8,72,Q1
19850,227942,240013,6.0,2010,1,S,7.3,7.3,7.3,72,Q1
19851,230843,240013,6.0,2010,1,S,8.4,8.4,8.4,72,Q1
19852,231048,240013,6.0,2010,1,S,6.6,6.6,6.6,72,Q1
19853,228745,240013,6.0,2010,1,S,6.5,6.5,6.5,62,Q1
19854,228736,240013,6.0,2010,1,N,4.4,4.4,4.4,71,Q1
19855,228884,240013,6.0,2010,1,S,5.0,5.0,5.0,71,Q1
19856,227838,240014,6.0,2010,1,S,5.0,5.0,5.0,22,Q1
19857,227908,240014,6.0,2010,1,S,5.4,5.4,5.4,22,Q1
19858,229827,240014,6.0,2010,1,S,7.2,7.2,7.2,22,Q1
19859,232234,240014,6.0,2010,1,N,3.8,3.8,3.8,22,Q1
